Estacion,latitud,longitud,Fecha,Periodo,SO2,H2S,NO,NO2,NOX,O3,PM10,PM25,BEN,TOL,MXIL,Dir_Aire,Vel,Tmp,HR,PRB,RS,LL
12,43.520957,-5.690707,11/7/2021,24,1,18.29999924,5,36,43,5,95,30,1.600000024,2.299999952,3.200000048,260,1.49000001,11.80000019,93,1025,36,0
12,43.520957,-5.690707,11/7/2021,23,1,6.199999809,2,22,24,10,80,23,0.699999988,1.799999952,2.700000048,201,0.980000019,11.60000038,93,1025,36,0
12,43.520957,-5.690707,11/7/2021,22,1,4.300000191,1,19,20,14,38,15,0.600000024,1.100000024,3.099999905,296,0.980000019,11.19999981,92,1025,37,0
12,43.520957,-5.690707,11/7/2021,21,1,2.700000048,4,21,26,11,36,12,0.899999976,1.299999952,2.200000048,185,0.99000001,11.89999962,88,1026,37,0
12,43.520957,-5.690707,11/7/2021,20,1,2.099999905,2,18,20,16,30,12,0.200000003,0.600000024,0.800000012,297,0.99000001,12.39999962,85,1026,37,0
12,43.520957,-5.690707,11/7/2021,19,1,1.299999952,1,10,10,24,21,17,0.300000012,0.600000024,1,295,0.99000001,12.39999962,83,1026,37,0
12,43.520957,-5.690707,11/7/2021,18,1,1.299999952,1,8,7,36,15,12,0.5,1,1.200000048,309,1,13.39999962,76,1026,37,0
12,43.520957,-5.690707,11/7/2021,17,1,1.399999976,1,8,9,55,24,10,0.200000003,0.300000012,0.200000003,23,1,14.10000038,71,1026,47,0
12,43.520957,-5.690707,11/7/2021,16,1,1.5,1,10,10,53,14,6,0.200000003,0.200000003,0.699999988,241,2.349999905,15.10000038,67,1026,116,0
12,43.520957,-5.690707,11/7/2021,15,1,1.700000048,2,13,16,52,15,10,0.5,0.5,0.800000012,24,1.230000019,16.29999924,61,1026,194,0
12,43.520957,-5.690707,11/7/2021,14,2,5.699999809,6,22,31,40,25,12,1.100000024,0.899999976,1.200000048,75,1.019999981,16.29999924,61,1027,254,0
12,43.520957,-5.690707,11/7/2021,13,1,3.900000095,9,23,37,20,43,12,0.5,0.800000012,1.299999952,255,2.049999952,13.10000038,77,1028,215,0
12,43.520957,-5.690707,11/7/2021,12,1,4.699999809,11,23,40,15,58,11,1,0.800000012,1.200000048,256,3.069999933,11.19999981,81,1028,190,0
12,43.520957,-5.690707,11/7/2021,11,2,4.300000191,16,23,47,10,120,24,0.5,0.400000006,0.600000024,247,2.730000019,9.300000191,88,1029,152,0
12,43.520957,-5.690707,11/7/2021,10,1,2.900000095,9,20,33,9,102,18,0.200000003,0.400000006,0.600000024,256,3.200000048,7.699999809,93,1029,74,0
12,43.520957,-5.690707,11/7/2021,9,1,2.5,4,18,25,8,72,14,0.300000012,0.400000006,0.600000024,261,3.599999905,6.900000095,94,1029,41,0
12,43.520957,-5.690707,11/7/2021,8,1,2.5,4,19,25,8,98,21,0.200000003,0.400000006,0.699999988,261,4.579999924,6.900000095,94,1028,34,0
12,43.520957,-5.690707,11/7/2021,7,1,2.299999952,7,22,32,7,106,23,1.100000024,0.699999988,1,260,3.660000086,6.900000095,96,1028,33,0
12,43.520957,-5.690707,11/7/2021,6,2,3.799999952,10,24,39,5,140,31,0.600000024,0.699999988,0.899999976,248,2.24000001,6.800000191,99,1028,33,0
12,43.520957,-5.690707,11/7/2021,5,1,2.400000095,5,22,29,6,123,23,0.5,0.600000024,0.899999976,253,1.519999981,6.699999809,99,1028,33,0
12,43.520957,-5.690707,11/7/2021,4,1,2.5,7,24,34,5,146,31,0.300000012,0.699999988,0.800000012,254,1.659999967,7.099999905,100,1028,33,0
12,43.520957,-5.690707,11/7/2021,3,1,2.299999952,3,24,28,5,120,22,0.5,0.699999988,1.299999952,253,2.059999943,7.400000095,100,1029,33,0
12,43.520957,-5.690707,11/7/2021,2,1,2.799999952,3,26,31,5,94,20,1.600000024,1.299999952,1.899999976,254,1.639999986,7.800000191,100,1029,33,0
12,43.520957,-5.690707,11/7/2021,1,1,13.89999962,10,31,45,3,125,31,4.199999809,2.599999905,2.900000095,249,1.129999995,8,100,1029,34,0
12,43.520957,-5.690707,11/6/2021,24,1,18.79999924,8,32,44,3,123,37,5.900000095,2.700000048,4.400000095,242,1.019999981,8.199999809,100,1030,34,0
12,43.520957,-5.690707,11/6/2021,23,1,11.69999981,9,28,43,4,127,27,8,4,11.60000038,286,0.970000029,8.100000381,100,1030,34,0
12,43.520957,-5.690707,11/6/2021,22,1,19.39999962,11,31,48,3,128,22,10.39999962,5.5,17.39999962,273,0.980000019,8.600000381,100,1030,34,0
12,43.520957,-5.690707,11/6/2021,21,1,14.39999962,11,28,44,5,217,25,0.800000012,1.399999976,1.5,247,0.970000029,9.300000191,98,1030,34,0
12,43.520957,-5.690707,11/6/2021,20,1,1.5,1,11,11,19,14,10,0.200000003,0.699999988,1,318,0.949999988,9.800000191,92,1030,35,0
12,43.520957,-5.690707,11/6/2021,19,1,1.299999952,1,12,13,32,13,14,0.5,0.699999988,1,8,0.959999979,11.60000038,84,1029,35,0
12,43.520957,-5.690707,11/6/2021,18,1,1.299999952,2,18,19,46,25,13,0.100000001,0.5,0.800000012,74,0.959999979,12.80000019,80,1029,36,0
12,43.520957,-5.690707,11/6/2021,17,1,1.299999952,1,14,15,56,15,11,0.100000001,0.400000006,0.699999988,75,1.690000057,13.80000019,76,1029,68,0
12,43.520957,-5.690707,11/6/2021,16,1,1.299999952,1,13,14,60,29,18,0.200000003,0.5,0.800000012,66,2.220000029,14.39999962,71,1029,123,0
12,43.520957,-5.690707,11/6/2021,15,1,1.299999952,2,12,15,61,18,13,0.400000006,0.5,0.800000012,64,2.410000086,14.69999981,67,1029,212,0
12,43.520957,-5.690707,11/6/2021,14,1,1.5,2,15,18,56,15,13,0.300000012,0.899999976,1.100000024,50,2.039999962,14.89999962,67,1030,266,0
12,43.520957,-5.690707,11/6/2021,13,1,1.799999952,2,15,19,53,21,9,1.100000024,1.799999952,2,67,1.809999943,14.89999962,68,1030,282,0
12,43.520957,-5.690707,11/6/2021,12,4,6.599999905,16,28,53,24,70,18,0.600000024,1.700000048,2.299999952,250,1.129999995,13.69999981,81,1031,288,0
12,43.520957,-5.690707,11/6/2021,11,4,5.699999809,26,28,67,12,129,25,1.5,1.299999952,1.899999976,247,2.079999924,11.39999962,90,1031,252,0
12,43.520957,-5.690707,11/6/2021,10,4,8.899999619,26,29,68,10,167,28,2.099999905,1.799999952,2.099999905,247,1.389999986,10.10000038,98,1031,198,0
12,43.520957,-5.690707,11/6/2021,9,1,3.299999952,15,25,48,11,74,15,0.400000006,0.699999988,1.100000024,257,2.410000086,8.300000191,100,1031,130,0
12,43.520957,-5.690707,11/6/2021,8,1,2.700000048,6,24,34,8,83,15,0.100000001,0.699999988,1,252,2.75999999,7.300000191,100,1030,67,0
12,43.520957,-5.690707,11/6/2021,7,1,1.899999976,5,26,34,7,56,13,0.200000003,0.899999976,1,262,2.170000076,7,100,1030,36,0
12,43.520957,-5.690707,11/6/2021,6,1,3.299999952,2,20,23,8,94,15,0.200000003,0.800000012,1.100000024,257,1.850000024,6.900000095,100,1030,36,0
12,43.520957,-5.690707,11/6/2021,5,1,3.599999905,1,21,23,10,71,17,0.300000012,1.200000048,1.600000024,255,1.179999948,7.599999905,100,1029,35,0
12,43.520957,-5.690707,11/6/2021,4,1,2.400000095,2,27,29,9,74,17,0.300000012,0.899999976,1.600000024,253,1.179999948,8,100,1029,36,0
12,43.520957,-5.690707,11/6/2021,3,1,3.099999905,1,21,21,12,91,19,0.400000006,1.100000024,1.799999952,254,1.200000048,8.199999809,100,1029,36,0
12,43.520957,-5.690707,11/6/2021,2,1,5,1,20,21,13,46,14,1,1.399999976,2.5,202,0.970000029,8.399999619,100,1029,36,0
12,43.520957,-5.690707,11/6/2021,1,1,6.5,1,26,28,9,51,19,0.600000024,1.399999976,2.700000048,292,0.980000019,8.600000381,100,1028,37,0
12,43.520957,-5.690707,11/5/2021,24,1,2.799999952,2,24,26,18,23,14,0.300000012,1.5,5.099999905,267,0.970000029,9.199999809,100,1028,37,0
12,43.520957,-5.690707,11/5/2021,23,1,6.199999809,1,21,22,13,34,16,0.800000012,1.899999976,9.399999619,298,0.980000019,8.699999809,100,1028,37,0
12,43.520957,-5.690707,11/5/2021,22,1,2.299999952,2,22,25,16,18,16,0.600000024,2.900000095,4.599999905,292,0.980000019,9.399999619,100,1028,37,0
12,43.520957,-5.690707,11/5/2021,21,1,4.099999905,4,37,44,21,20,11,1.100000024,3.400000095,5.699999809,162,1.24000001,10.60000038,100,1027,37,0
12,43.520957,-5.690707,11/5/2021,20,1,4.5,3,34,39,14,28,15,0.400000006,1.899999976,2.400000095,355,0.980000019,10.39999962,100,1027,37,0
12,43.520957,-5.690707,11/5/2021,19,1,1.600000024,5,34,42,22,11,14,0.200000003,0.800000012,1,244,0.99000001,11,99,1027,38,0
12,43.520957,-5.690707,11/5/2021,18,1,1.5,3,19,23,37,13,8,0.100000001,0.300000012,0.699999988,9,1.190000057,11.30000019,96,1026,37,1.200000048
12,43.520957,-5.690707,11/5/2021,17,1,1.299999952,1,12,13,48,10,9,0.100000001,0.300000012,0.899999976,6,1.639999986,11.89999962,90,1026,42,0.400000006
12,43.520957,-5.690707,11/5/2021,16,1,1.299999952,1,16,17,46,13,10,0.100000001,0.300000012,0.300000012,22,1.639999986,12.39999962,86,1026,70,1.200000048
12,43.520957,-5.690707,11/5/2021,15,1,1.399999976,2,10,12,55,14,13,0.200000003,0.5,1.399999976,27,2.319999933,13.89999962,76,1025,146,0
12,43.520957,-5.690707,11/5/2021,14,1,1.5,3,20,24,52,11,8,0.200000003,1.899999976,3.5,48,1.669999957,13.89999962,80,1025,250,0
12,43.520957,-5.690707,11/5/2021,13,1,2.400000095,8,27,39,33,29,9,0.400000006,6.099999905,11.80000019,227,1.389999986,13.5,91,1026,211,0
12,43.520957,-5.690707,11/5/2021,12,1,2.099999905,12,29,47,23,17,8,0.300000012,15.30000019,25.70000076,203,1.039999962,12.39999962,97,1026,207,0
12,43.520957,-5.690707,11/5/2021,11,1,1.899999976,10,29,43,22,11,8,0.300000012,10.89999962,18.60000038,199,1.700000048,10.89999962,100,1026,171,0
12,43.520957,-5.690707,11/5/2021,10,1,2.400000095,10,28,43,18,11,6,0.5,5.199999809,6.199999809,224,1.090000033,9.600000381,100,1026,148,0.400000006
12,43.520957,-5.690707,11/5/2021,9,1,5.800000191,17,37,64,9,41,18,0.699999988,6.5,4.800000191,250,0.980000019,8.899999619,100,1026,59,0
12,43.520957,-5.690707,11/5/2021,8,1,6.599999905,14,37,58,6,38,14,0.600000024,1.100000024,1.399999976,268,0.980000019,8.5,100,1025,39,0.600000024
12,43.520957,-5.690707,11/5/2021,7,1,2.799999952,27,35,72,14,29,9,0.200000003,0.400000006,1.200000048,257,1.220000029,8.199999809,100,1024,35,0
12,43.520957,-5.690707,11/5/2021,6,1,2.099999905,1,13,13,23,31,8,0.300000012,0.400000006,0.600000024,277,1.029999971,7.900000095,100,1024,36,0.200000003
12,43.520957,-5.690707,11/5/2021,5,1,3.299999952,1,15,15,21,44,13,0.300000012,0.5,1.100000024,249,0.980000019,7.900000095,100,1024,37,0
12,43.520957,-5.690707,11/5/2021,4,1,2.799999952,1,9,8,28,20,10,0.400000006,0.800000012,1.899999976,188,0.980000019,8,100,1023,36,0.200000003
12,43.520957,-5.690707,11/5/2021,3,1,3.299999952,1,11,10,29,38,12,0.699999988,1.100000024,3.599999905,268,1,8.199999809,100,1023,36,0.200000003
12,43.520957,-5.690707,11/5/2021,2,1,4.5,1,14,13,25,17,13,0.600000024,1.200000048,3.5,250,1.159999967,8.5,100,1023,37,0.400000006
12,43.520957,-5.690707,11/5/2021,1,1,3.200000048,1,11,10,29,12,12,0.699999988,1.200000048,3.099999905,253,0.959999979,8.399999619,100,1022,37,0
12,43.520957,-5.690707,11/4/2021,24,1,3.400000095,1,17,17,25,21,8,0.5,1,2.5,249,1.159999967,8.600000381,100,1022,37,0.400000006
12,43.520957,-5.690707,11/4/2021,23,1,4.400000095,1,18,19,31,20,8,1.700000048,1.5,1.700000048,243,1.149999976,9.100000381,100,1022,37,0.400000006
12,43.520957,-5.690707,11/4/2021,22,1,4.800000191,4,20,27,32,15,8,0.200000003,4.800000191,1.899999976,223,1.070000052,9.300000191,99,1022,37,0.400000006
12,43.520957,-5.690707,11/4/2021,21,1,2.299999952,2,21,23,33,5,6,0.400000006,3.200000048,2.900000095,180,1.799999952,9.5,99,1021,36,4.400000095
12,43.520957,-5.690707,11/4/2021,20,1,3.200000048,5,26,34,24,19,8,0.699999988,4.199999809,4.5,249,1.110000014,9.600000381,98,1020,34,0
12,43.520957,-5.690707,11/4/2021,19,1,2.900000095,9,32,46,23,13,7,0.200000003,2.5,3,208,1.090000033,10.10000038,95,1019,34,0
12,43.520957,-5.690707,11/4/2021,18,1,1.799999952,5,23,30,31,15,7,0.200000003,3,3.5,249,1.440000057,10.89999962,89,1019,35,0.200000003
12,43.520957,-5.690707,11/4/2021,17,1,1.799999952,2,16,19,41,13,10,0.100000001,0.200000003,0.600000024,217,1.50999999,12.30000019,82,1018,101,0
12,43.520957,-5.690707,11/4/2021,16,1,1.600000024,3,15,19,48,11,13,0.100000001,0.5,1,256,3.299999952,12.39999962,83,1017,154,0
12,43.520957,-5.690707,11/4/2021,15,1,1.799999952,3,15,19,46,9,7,0.100000001,2.700000048,3.400000095,262,4.260000229,12.30000019,87,1017,200,0
12,43.520957,-5.690707,11/4/2021,14,1,2.599999905,4,18,23,43,15,7,0.200000003,2.599999905,5.199999809,195,2.420000076,11.39999962,92,1017,244,0.200000003
12,43.520957,-5.690707,11/4/2021,13,1,2,5,20,26,41,6,6,0.200000003,6.400000095,10.39999962,200,2.279999971,11.89999962,92,1017,222,0.600000024
12,43.520957,-5.690707,11/4/2021,12,1,2,3,19,24,36,15,4,1,4.599999905,8,193,1.840000033,11,94,1017,157,0.200000003
12,43.520957,-5.690707,11/4/2021,11,1,3.400000095,8,31,44,26,32,15,0.300000012,6.800000191,9.800000191,229,2.049999952,10.39999962,97,1017,116,0
12,43.520957,-5.690707,11/4/2021,10,1,3.900000095,9,32,46,26,17,11,0.600000024,7.099999905,6.699999809,201,2.079999924,9.600000381,100,1016,131,0
12,43.520957,-5.690707,11/4/2021,9,1,4.5,8,35,48,24,19,13,0.699999988,8.899999619,4.5,242,1.919999957,8.600000381,100,1016,99,0.400000006
12,43.520957,-5.690707,11/4/2021,8,1,2.599999905,9,39,53,21,18,8,0.5,3.5,1.299999952,229,1.620000005,8.199999809,100,1015,38,1
12,43.520957,-5.690707,11/4/2021,7,1,4.400000095,17,33,60,22,61,11,0.600000024,1,0.899999976,246,1.809999943,8.100000381,100,1014,35,1
12,43.520957,-5.690707,11/4/2021,6,1,4.099999905,1,15,15,35,5,5,0.800000012,1,1.399999976,235,1.360000014,8.100000381,100,1013,36,0
12,43.520957,-5.690707,11/4/2021,5,1,3.700000048,1,9,9,41,8,7,0.200000003,0.5,1.200000048,228,1.220000029,8.399999619,99,1013,36,2
12,43.520957,-5.690707,11/4/2021,4,1,2.799999952,1,8,7,44,13,8,0.200000003,0.600000024,1.5,182,2.029999971,8.699999809,99,1012,36,0
12,43.520957,-5.690707,11/4/2021,3,1,3.5,1,14,14,40,17,10,0.100000001,0.400000006,1.200000048,254,1.639999986,8.800000191,100,1012,35,0.200000003
12,43.520957,-5.690707,11/4/2021,2,1,2,1,12,11,41,19,9,0.100000001,0.699999988,1.5,255,3.230000019,9.300000191,100,1012,35,0.800000012
12,43.520957,-5.690707,11/4/2021,1,1,2.099999905,1,10,10,33,21,7,0.100000001,0.899999976,1.600000024,228,1.059999943,9.399999619,100,1012,35,0.200000003
12,43.520957,-5.690707,11/3/2021,24,1,2.099999905,1,8,8,44,21,5,0.200000003,0.800000012,6.800000191,234,1.700000048,9.699999809,97,1012,36,1.399999976
12,43.520957,-5.690707,11/3/2021,23,1,3.099999905,2,18,20,34,54,16,0.400000006,1.600000024,19.70000076,226,1.25999999,9.899999619,95,1011,35,0.600000024
12,43.520957,-5.690707,11/3/2021,22,1,2,2,18,22,38,16,6,0.100000001,0.200000003,0.699999988,206,1,10.19999981,90,1011,34,0
12,43.520957,-5.690707,11/3/2021,21,1,1.5,2,16,19,46,41,8,0.200000003,0.699999988,1.200000048,253,2.50999999,10.19999981,88,1011,34,0
12,43.520957,-5.690707,11/3/2021,20,1,3.299999952,5,26,34,28,24,10,0.300000012,1.299999952,1.799999952,246,1.00999999,9.600000381,93,1011,34,0
12,43.520957,-5.690707,11/3/2021,19,1,3,9,36,50,13,22,9,0.200000003,1.200000048,2,204,0.959999979,9.600000381,94,1010,33,0
12,43.520957,-5.690707,11/3/2021,18,1,1.799999952,6,24,32,24,17,7,0.100000001,0.200000003,0.600000024,253,1,10.69999981,91,1010,35,0
12,43.520957,-5.690707,11/3/2021,17,1,1.700000048,3,14,18,41,4,6,0.100000001,0.300000012,0.800000012,252,2.25999999,11.5,87,1009,54,0.200000003
12,43.520957,-5.690707,11/3/2021,16,1,1.600000024,3,14,17,46,2,7,0.200000003,0.699999988,1.399999976,273,3.769999981,12,89,1009,145,0.200000003
12,43.520957,-5.690707,11/3/2021,15,1,1.700000048,7,17,28,45,8,4,0.300000012,8.199999809,5.400000095,269,3.519999981,10.69999981,100,1009,61,2
12,43.520957,-5.690707,11/3/2021,14,1,2.700000048,11,25,41,33,14,8,0.400000006,5.599999905,9.100000381,224,1.120000005,10.69999981,100,1009,83,2.599999905
12,43.520957,-5.690707,11/3/2021,13,1,3.400000095,24,31,68,29,15,9,0.200000003,6.800000191,8.199999809,220,1.610000014,10.19999981,100,1009,138,2.200000048
12,43.520957,-5.690707,11/3/2021,12,1,2.5,38,34,88,34,18,9,0.100000001,0.899999976,3,270,1.779999971,9.699999809,100,1009,50,4
12,43.520957,-5.690707,11/3/2021,11,1,2.099999905,6,22,32,38,35,6,0.200000003,3,8.300000191,245,3.420000076,9.699999809,100,1009,92,1.600000024
12,43.520957,-5.690707,11/3/2021,10,1,2.700000048,19,34,63,29,9,8,0.100000001,0.400000006,1.700000048,180,1.210000038,9,100,1008,46,1.399999976
12,43.520957,-5.690707,11/3/2021,9,1,2,36,33,88,36,33,13,0.100000001,0.300000012,0.800000012,252,3.849999905,9.100000381,99,1007,40,2.200000048
12,43.520957,-5.690707,11/3/2021,8,1,2.700000048,14,29,50,33,63,14,0.100000001,0.300000012,0.300000012,252,3.859999895,8.800000191,98,1006,37,1
12,43.520957,-5.690707,11/3/2021,7,1,3.200000048,40,34,96,32,43,8,0.100000001,0.300000012,0.400000006,254,4.409999847,9.100000381,94,1006,36,0.400000006
12,43.520957,-5.690707,11/3/2021,6,1,3.299999952,70,42,149,35,52,14,0.100000001,0.5,0.300000012,254,4.699999809,9.100000381,95,1006,35,0.400000006
12,43.520957,-5.690707,11/3/2021,5,1,2,1,12,13,43,79,17,0.100000001,0.400000006,0.300000012,249,3.25,9.300000191,97,1005,34,0
12,43.520957,-5.690707,11/3/2021,4,1,2.299999952,1,11,10,44,27,9,0.100000001,0.400000006,0.5,261,3.640000105,9.100000381,98,1006,37,1.399999976
12,43.520957,-5.690707,11/3/2021,3,1,2.299999952,1,8,7,46,42,9,0.100000001,0.300000012,0.200000003,253,3.039999962,9.100000381,97,1006,36,1.200000048
12,43.520957,-5.690707,11/3/2021,2,1,2,1,9,9,47,51,9,0.100000001,0.300000012,0.200000003,260,3.480000019,9.5,94,1006,37,1
12,43.520957,-5.690707,11/3/2021,1,1,1.5,2,7,7,53,43,8,0.100000001,0.200000003,0.200000003,252,3.549999952,9.899999619,92,1005,34,0.800000012
12,43.520957,-5.690707,11/2/2021,24,1,1.5,1,4,3,57,12,11,0.100000001,0.200000003,0.300000012,253,3.390000105,10.10000038,94,1005,36,0.400000006
12,43.520957,-5.690707,11/2/2021,23,1,1.799999952,1,6,6,54,18,8,0.100000001,0.600000024,0.899999976,266,2.769999981,10.10000038,94,1005,36,1.200000048
12,43.520957,-5.690707,11/2/2021,22,1,1.5,1,9,9,53,55,9,0.100000001,0.400000006,0.300000012,251,3.400000095,10.30000019,93,1005,36,1
12,43.520957,-5.690707,11/2/2021,21,1,2.5,2,15,17,44,53,13,0.200000003,0.400000006,0.5,255,2.900000095,10.10000038,95,1005,35,0.200000003
12,43.520957,-5.690707,11/2/2021,20,1,2.099999905,4,23,28,41,35,12,0.100000001,0.699999988,0.699999988,247,2.940000057,10.30000019,95,1005,36,0.800000012
12,43.520957,-5.690707,11/2/2021,19,1,3.900000095,4,30,36,30,86,17,0.300000012,0.600000024,0.600000024,247,2.5,10.60000038,93,1005,35,0.200000003
12,43.520957,-5.690707,11/2/2021,18,1,2.099999905,3,24,29,38,85,16,0.100000001,0.200000003,0.600000024,254,4.179999828,11.10000038,92,1004,34,0.400000006
12,43.520957,-5.690707,11/2/2021,17,1,1.899999976,10,22,37,44,39,5,0.100000001,0.200000003,0.5,255,4.659999847,11.19999981,92,1004,39,0.400000006
12,43.520957,-5.690707,11/2/2021,16,1,1.799999952,4,16,22,49,14,6,0.100000001,0.100000001,0.300000012,256,4.889999866,11.39999962,96,1004,60,0
12,43.520957,-5.690707,11/2/2021,15,1,1.600000024,5,11,17,49,12,8,0.100000001,0.200000003,0.400000006,289,7.25,12.10000038,99,1004,52,3.799999952
12,43.520957,-5.690707,11/2/2021,14,1,1.700000048,4,13,17,49,18,7,0.100000001,0.100000001,0.300000012,290,7.78000021,13.5,92,1003,80,2.400000095
12,43.520957,-5.690707,11/2/2021,13,1,1.600000024,3,11,15,52,12,3,0.100000001,0.100000001,0.300000012,288,6.949999809,16.79999924,71,1003,208,0
12,43.520957,-5.690707,11/2/2021,12,1,1.700000048,3,11,15,52,20,4,0.100000001,0.100000001,0.400000006,272,6.829999924,17.79999924,63,1003,174,0
12,43.520957,-5.690707,11/2/2021,11,1,1.899999976,10,19,35,47,10,5,0.100000001,0.100000001,0.100000001,271,5.840000153,17.5,67,1004,239,0
12,43.520957,-5.690707,11/2/2021,10,1,1.600000024,1,6,6,52,9,3,0.100000001,0.100000001,0.200000003,285,5.449999809,17,67,1004,175,0
12,43.520957,-5.690707,11/2/2021,9,1,1.700000048,3,8,11,54,12,5,0.100000001,0.300000012,0.100000001,276,4.619999886,16.20000076,68,1005,107,0
12,43.520957,-5.690707,11/2/2021,8,1,1.5,2,9,10,54,12,6,0.100000001,0.100000001,0.100000001,270,4.78000021,15.5,69,1006,46,0
12,43.520957,-5.690707,11/2/2021,7,1,1.899999976,10,17,32,49,9,7,0.100000001,0.200000003,0.300000012,283,5.329999924,15.30000019,71,1006,36,0
12,43.520957,-5.690707,11/2/2021,6,1,1.799999952,16,11,33,55,7,6,0.100000001,0.300000012,0.200000003,270,5.03000021,15.30000019,70,1007,36,0
12,43.520957,-5.690707,11/2/2021,5,1,1.399999976,1,4,3,57,5,3,0.100000001,0.100000001,0.200000003,268,4.760000229,14.60000038,73,1007,36,0
12,43.520957,-5.690707,11/2/2021,4,1,1.399999976,1,2,2,59,7,3,0.100000001,0.100000001,0.200000003,272,4.239999771,15.10000038,70,1008,36,0
12,43.520957,-5.690707,11/2/2021,3,1,1.299999952,1,2,2,60,7,3,0.100000001,0.100000001,0.200000003,262,4.53000021,14.89999962,70,1008,36,0
12,43.520957,-5.690707,11/2/2021,2,1,1.5,1,2,2,60,6,4,0.100000001,0.100000001,0.100000001,263,4.21999979,14.69999981,73,1009,36,0
12,43.520957,-5.690707,11/2/2021,1,1,1.399999976,1,2,2,59,11,6,0.100000001,0.100000001,0.100000001,260,4.440000057,14.69999981,72,1009,35,0
12,43.520957,-5.690707,11/1/2021,24,1,1.5,1,4,3,57,31,4,0.100000001,0.200000003,0.200000003,257,5.010000229,14.60000038,75,1009,35,0
12,43.520957,-5.690707,11/1/2021,23,1,1.5,1,3,3,56,19,4,0.100000001,0.200000003,0.200000003,256,4.730000019,14.30000019,78,1010,34,0
12,43.520957,-5.690707,11/1/2021,22,1,1.399999976,1,4,4,55,6,3,0.100000001,0.300000012,0.300000012,270,2.700000048,13.80000019,83,1010,34,0
12,43.520957,-5.690707,11/1/2021,21,1,1.5,1,5,5,58,11,4,0.100000001,0.100000001,0.200000003,268,4.079999924,14.19999981,78,1010,34,0
12,43.520957,-5.690707,11/1/2021,20,1,1.399999976,1,5,5,60,13,7,0.100000001,0.200000003,0.300000012,254,3.670000076,15.30000019,66,1010,36,0
12,43.520957,-5.690707,11/1/2021,19,1,1.399999976,1,6,7,59,20,9,0.100000001,0.699999988,1.100000024,262,4.340000153,16.10000038,60,1009,36,0
12,43.520957,-5.690707,11/1/2021,18,1,1.399999976,1,6,6,59,15,2,0.200000003,1.899999976,1.700000048,255,4.510000229,16.29999924,59,1008,36,0
12,43.520957,-5.690707,11/1/2021,17,1,1.299999952,1,4,5,60,15,5,0.100000001,0.100000001,0.200000003,263,4.989999771,17.10000038,57,1008,82,0
12,43.520957,-5.690707,11/1/2021,16,1,1.399999976,1,5,5,60,26,9,0.100000001,0.100000001,0.200000003,261,5.340000153,17.89999962,52,1008,144,0
12,43.520957,-5.690707,11/1/2021,15,1,1.5,1,5,5,59,33,6,0.100000001,0.200000003,0.400000006,262,5.519999981,18.20000076,50,1009,230,0
12,43.520957,-5.690707,11/1/2021,14,1,1.5,1,5,5,58,20,8,0.100000001,0.400000006,0.300000012,257,6.059999943,18,51,1009,297,0
12,43.520957,-5.690707,11/1/2021,13,1,1.5,1,4,4,58,13,8,0.100000001,0.100000001,0.400000006,269,5.409999847,17.5,52,1010,299,0
12,43.520957,-5.690707,11/1/2021,12,1,1.600000024,1,6,6,56,22,8,0.100000001,0.300000012,0.600000024,268,5.260000229,17.10000038,59,1011,327,0
12,43.520957,-5.690707,11/1/2021,11,1,1.799999952,2,13,16,49,41,10,0.100000001,0.300000012,0.699999988,263,4.949999809,16.10000038,61,1011,259,0
12,43.520957,-5.690707,11/1/2021,10,2,2.799999952,7,22,33,39,62,13,0.300000012,0.5,0.600000024,252,5.03000021,15.19999981,66,1011,211,0
12,43.520957,-5.690707,11/1/2021,9,1,2.299999952,4,13,18,45,86,15,0.100000001,0.5,0.5,253,3.940000057,13.89999962,71,1011,138,0
12,43.520957,-5.690707,11/1/2021,8,1,2.5,1,8,8,42,47,5,0.400000006,1.200000048,0.699999988,252,3.180000067,11.39999962,90,1011,58,0
12,43.520957,-5.690707,11/1/2021,7,1,2.299999952,1,10,10,25,9,6,0.400000006,0.899999976,0.699999988,197,0.99000001,10.60000038,96,1010,34,0
12,43.520957,-5.690707,11/1/2021,6,1,3.200000048,1,9,9,28,14,9,0.300000012,0.899999976,0.600000024,200,0.970000029,11.39999962,92,1010,33,0
12,43.520957,-5.690707,11/1/2021,5,1,3.400000095,1,9,9,39,34,11,0.100000001,0.400000006,0.400000006,205,1.00999999,12.30000019,87,1009,33,0
12,43.520957,-5.690707,11/1/2021,4,1,1.700000048,1,5,4,50,21,10,0.300000012,0.300000012,0.5,244,1.620000005,12.89999962,83,1009,33,0
12,43.520957,-5.690707,11/1/2021,3,1,2.200000048,1,9,8,51,64,8,0.100000001,0.100000001,0.100000001,246,2.650000095,13.19999981,84,1009,34,0
12,43.520957,-5.690707,11/1/2021,2,1,1.399999976,1,3,2,56,7,6,0.100000001,0.100000001,0.200000003,263,5.309999943,13.30000019,87,1009,34,0
12,43.520957,-5.690707,11/1/2021,1,1,1.5,1,4,3,55,8,9,0.100000001,0.200000003,0.300000012,258,4.269999981,13.10000038,98,1009,35,0
12,43.520957,-5.690707,10/31/2021,24,1,1.600000024,1,5,4,51,10,4,0.100000001,0.600000024,0.899999976,287,3.190000057,13.5,99,1008,36,0.200000003
